Id;Name;MakeId;OriginalId
42000032;230/280 SL;42;32
42000033;300/350/380/450/500/ 560 SL;42;33
42000034;350/380/420/450/560 SLC;42;34
42000035;280/300 SEL;42;35
42000036;300/380/420/450/500/560/SEL & 500/560, 600 SEC & 300/350 SDL;42;36
42000037;300/380/450 SE;42;37
42000038;600, 6.9 Sedan;42;38
42000039;190;42;39
42000040;300;42;40
42000041;400/500E;42;41
42000042;C Class (94 on);42;42
42000043;S Class (95 on);42;43
42000044;SL Class (95 on);42;44
42000045;SLK;42;45
42000046;CL Class;42;46
42000047;CLK;42;47
42000048;E Class (97 on);42;48
42000049;SLR;42;49
42000050;R Class;42;50
42000051;CLS Class;42;51
42000052;SLS Class;42;52
42000053;B Class;42;53
42000054;CLA Class;42;54
42000055;GLA Class;42;55
42000056;AMG GT S;42;56
42000057;SLC Series;42;57
42000058;A-Class;42;58
42000398;Other (automobile);42;398
42000399;Unknown (automobile);42;399
42000401;M/ML Class;42;401
42000402;G Class;42;402
42000403;GLK Class;42;403
42000404;GLE Class (For 2016-2018 only.  For model years 2019 on, see 42-423.);42;404
42000405;GLC Class;42;405
42000406;GLB Class;42;406
42000421;GL Class;42;421
42000422;GLS Class;42;422
42000423;GLE Class (For 2019 on.  For model years 2016-2018, see 42-404.);42;423
42000461;SPRINTER;42;461
42000462;Metris;42;462
42000470;Van derivative;42;470
42000498;Other (light truck);42;498
42000499;Unknown (light truck);42;499
42000850;Motor Home;42;850
42000870;Medium Heavy Van-Based Vehicle;42;870
42000881;Medium/Heavy - CBE;42;881
42000882;Medium/Heavy – COE low entry;42;882
42000883;Medium/Heavy – COE high entry;42;883
42000884;Medium/Heavy – Unknown engine location;42;884
42000890;Medium/Heavy – COE entry position unknown;42;890
42000898;Other (medium/heavy truck);42;898
42000981;Bus**: Conventional (Engine out front);42;981
42000988;Other (bus);42;988
42000989;Unknown (bus);42;989
42000998;Other (vehicle);42;998
42000999;Unknown (MERCEDES-BENZ);42;999
43000031;Midget;43;31
43000032;MGB;43;32
43000033;MGB;43;33
43000034;MGA;43;34
43000035;TA/TC/TD/TF;43;35
43000036;MGC;43;36
43000037;Magnette/Sports Sedans;43;37
43000398;Other (automobile);43;398
43000399;Unknown (automobile);43;399
44000031;304;44;31
44000032;403;44;32
44000033;404;44;33
44000034;504/505;44;34
44000035;604;44;35
44000036;405;44;36
44000398;Other (automobile);44;398
44000399;Unknown (automobile);44;399
44000701;0 - 50 cc;44;701
44000702;51-124cc;44;702
44000709;Unknown cc;44;709
44000999;Unknown (PEUGEOT);44;999
45000031;911/996;45;31
45000032;912;45;32
45000033;914;45;33
45000034;924;45;34
45000035;928;45;35
45000036;930;45;36
45000037;944;45;37
45000038;959;45;38
45000039;968;45;39
45000040;986/Boxster;45;40
45000041;Cayman;45;41
45000042;Panamera;45;42
45000043;918;45;43
45000044;718;45;44
45000045;Taycan;45;45
45000398;Other (automobile);45;398
45000399;Unknown (automobile);45;399
45000401;Macan;45;401
45000421;Cayenne;45;421
45000498;Other (light truck);45;498
45000499;Unknown (light truck);45;499
45000999;Unknown(PORSCHE);45;999
46000031;LeCar;46;31
46000032;Dauphine/10/R-8 Caravelle;46;32
46000033;12;46;33
46000034;15;46;34
46000035;16;46;35
46000036;17;46;36
46000037;18i/Sportwagon;46;37
46000038;Fuego;46;38
46000039;Alliance/Encore GTA, Convertible;46;39
46000041;Alpine;46;41
46000044;Medallion **;46;44
46000045;Premier**;46;45
46000398;Other (automobile);46;398
46000399;Unknown (automobile);46;399
30000498;Other (light truck);30;498
30000499;Unknown (light truck);30;499
30000998;Other (vehicle);30;998
30000999;Unknown (VOLKSWAGEN);30;999
31000031;Spider (Spyder);31;31
31000032;Sports Sedan;31;32
31000033;Sprint/Special;31;33
31000034;GTV-6;31;34
31000035;164 (Alpha 164);31;35
31000036;4c;31;36
31000037;Giulia;31;37
31000398;Other (automobile);31;398
31000399;Unknown (automobile);31;399
31000401;Stelvio (For 2018 only.  For model years 2019 on, see 31-422.);31;401
31000422;Stelvio (For 2019 on.  For model year 2018, see 31-401.);31;422
31000498;Other (light truck);31;498
31000999;Unknown (ALFA ROMEO);31;999
32000031;Super 90;32;31
32000032;100;32;32
32000033;Fox;32;33
32000034;4000;32;34
32000035;5000;32;35
32000036;80/90;32;36
32000037;200;32;37
32000038;V-8 Quattro;32;38
32000039;Coupe Quattro;32;39
32000040;"S4 (1992-1994; 2000-2011 only. See model 055 for 2012 on)/S6 (1992-1994; 2000-2011 only.  See model 056 for 2013 on.)";32;40
32000041;Cabriolet (1994-1998);32;41
32000042;A6;32;42
32000043;A4;32;43
32000044;A8;32;44
32000045;TT/TTS;32;45
32000046;S8;32;46
32000047;Allroad (2001-05 only.  See 403 for 2013 on);32;47
32000048;A3;32;48
32000049;A5;32;49
32000050;R8;32;50
32000051;A7;32;51
32000052;S5;32;52
32000054;RS5;32;54
32000055;"S4 (2012 on only.  See model 040 for 1992-1994; 2000-2011)";32;55
32000056;"S6 (2013 on.  See model 040 for 1992-1994; 2000-2011)";32;56
32000057;S7;32;57
32000058;RS7;32;58
32000059;S3;32;59
32000060;RS3;32;60
32000398;Other (automobile);32;398
32000399;Unknown (automobile);32;399
32000401;Q7 (For 2007-2018 only.  For model years 2019 on, see 32-422.);32;401
32000402;Q5;32;402
32000403;Allroad (2013 on.  For 2001-2005 see model 047.);32;403
32000404;SQ5;32;404
32000405;Q3;32;405
32000406;e-Tron;32;406
32000421;Q8;32;421
32000422;Q7 (For 2019 on.  For model years 2007-2018, see 32-401.);32;422
32000498;Other (light truck);32;498
32000499;Unknown (light truck);32;499
32000999;Unknown (AUDI);32;999
33000031;Marina;33;31
33000032;America;33;32
33000033;Healey Sprite;33;33
33000034;Healey 100/3000;33;34
33000035;Mini/Mini Cooper/Mini Moke;33;35
33000398;Other (automobile);33;398
33000399;Unknown (automobile);33;399
34000031;1600, 1800, 2000,2002;34;31
34000032;Coupe (before 1975);34;32
34000033;Bavarian Sedan;34;33
34000034;3-series;34;34
34000035;5-series;34;35
34000036;6-series;34;36
34000037;7-series;34;37
34000038;8-series;34;38
34000039;Z3;34;39
34000040;Z8;34;40
47000031;99/99E/900;47;31
47000032;Sonnett;47;32
47000033;95/96;47;33
47000034;9000;47;34
47000035;9-3/9-3X;47;35
47000036;9-5;47;36
47000037;9-2X;47;37
47000038;9-4X;47;38
47000398;Other (automobile);47;398
47000399;Unknown (automobile);47;399
47000401;9-7x;47;401
47000999;Unknown(SAAB);47;999
48000031;Loyale (1990 on)/DL/ FE/G/GF/GL/GLF/STD;48;31
48000032;Star;48;32
48000033;360;48;33
48000034;"Legacy/Outback(prior to 2003 only; see 045 for 2003 on)";48;34
48000035;XT/XT6;48;35
48000036;Justy;48;36
48000037;SVX;48;37
48000038;Impreza;48;38
48000039;RX;48;39
48000043;Brat;48;43
48000044;Baja;48;44
48000045;Outback (2003 on)(see 034 for prior to 2003);48;45
34000041;V5;34;41
34000042;Z4;34;42
34000043;1-Series;34;43
34000044;X6 (For 2008-2015. For 2016 on, see model 404.);34;44
34000045;i3;34;45
34000046;i8;34;46
34000047;4-Series;34;47
34000048;2-Series;34;48
34000049;X4;34;49
34000398;Other (automobile);34;398
34000399;Unknown (automobile);34;399
34000401;X5 (For 2000-16.  For 2017 on, see model 421).;34;401
34000402;X3;34;402
34000403;X1;34;403
34000404;X6 (For 2016 on. For 2008-2015, see model 044.);34;404
34000405;X2;34;405
34000421;X5 (For 2017 on. For 2000-16, see model 401);34;421
34000422;X7;34;422
34000498;Other (light truck);34;498
34000499;Unknown (light truck);34;499
34000703;125-349cc;34;703
34000704;350-449 cc;34;704
34000705;450-749cc;34;705
34000706;750cc and over;34;706
34000707;Electric Motorcycle;34;707
34000709;Unknown cc;34;709
34000999;Unknown (BMW);34;999
35000031;F-10;35;31
35000032;200SX/240SX;35;32
35000033;210/1200/B210;35;33
35000034;Z-car, ZX;35;34
35000035;310;35;35
35000036;510;35;36
35000037;610;35;37
35000038;710;35;38
35000039;810/Maxima;35;39
35000040;Roadster;35;40
35000041;311/411;35;41
35000042;Stanza;35;42
35000043;Sentra;35;43
35000044;Pulsar;35;44
35000045;Micra;35;45
35000046;NX 1600/2000;35;46
35000047;Altima;35;47
35000048;350Z/370Z;35;48
35000049;Murano (For 2003-2018 only.  For model years 2019 on, see 35-422.);35;49
35000050;Versa;35;50
35000051;Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.);35;51
35000052;Cube;35;52
35000053;GT-R;35;53
35000055;Leaf;35;55
35000056;Kicks;35;56
35000398;Other (automobile);35;398
35000399;Unknown (automobile);35;399
35000401;Pathfinder;35;401
35000402;Xterra;35;402
35000403;Juke;35;403
35000404;Rogue (For 2019 on.  For model years 2008-2018, see 35-051.);35;404
35000421;Pathfinder Armada;35;421
35000422;Murano (For 2019 on.  For model years 2003-2018, see 35-056.);35;422
35000441;Van;35;441
35000442;Axxess;35;442
35000443;Quest;35;443
35000444;Altra EV*;35;444
35000446;NV200/eNV200;35;446
35000461;NV;35;461
35000471;Nissan/Datsun Pickup (1955-1997);35;471
35000472;Frontier (1998 on);35;472
35000473;"Titan (from 2004-06; see 481 for 2007 on)";35;473
35000481;"Titan (from 2007 on; see 473 for 2004-06)";35;481
35000498;Other (light truck);35;498
35000499;Unknown (light truck);35;499
35000870;Medium Heavy Van-Based Vehicle;35;870
35000883;Medium/Heavy – COE high entry;35;883
35000898;Other (medium/heavy truck);35;898
35000999;Unknown (NISSAN/DATSUN);35;999
36000031;124 (Coupe/Sedan);36;31
36000032;124 Spider/Racer;36;32
36000033;Brava/131;36;33
36000034;850 (Coupe/Spider);36;34
36000035;128;36;35
36000036;X-1/9;36;36
36000037;Strada;36;37
36000038;500/500c;36;38
36000039;124 Spider;36;39
36000398;Other (automobile);36;398
36000399;Unknown (automobile);36;399
36000401;500L;36;401
36000402;500X;36;402
36000498;Other (light truck);36;498
36000499;Unknown (light truck);36;499
36000882;Medium/Heavy – COE low entry;36;882
36000883;Medium/Heavy – COE high entry;36;883
36000890;Medium/Heavy – COE entry position unknown;36;890
36000898;Other (medium/heavy truck);36;898
36000998;Other (vehicle);36;998
36000999;Unknown (FIAT);36;999
37000031;Civic/CRX, del Sol;37;31
37000032;Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405);37;32
37000033;Prelude;37;33
20000031;Spectrum;20;31
20000032;Nova/Geo Prizm/Prism;20;32
20000033;Sprint/Geo Sprint;20;33
20000034;Geo Metro/Metro;20;34
20000035;Geo Storm;20;35
20000036;Monte Carlo (1995 on);20;36
20000037;Malibu/Malibu Maxx;20;37
20000038;SSR;20;38
20000039;Aveo/Aveo 5;20;39
20000040;Bolt;20;40
20000398;Other (automobile);20;398
20000399;Unknown (automobile);20;399
20000401;"S-10 Blazer/TrailBlazer (2002 only; for 2003 on, see 403)";20;401
20000402;Geo Tracker/Tracker;20;402
20000403;"TrailBlazer (2003 on; for 2002 model, see 401)";20;403
20000404;Equinox;20;404
20000405;Captiva;20;405
20000406;Trax;20;406
20000407;Blazer;20;407
20000421;Fullsize Blazer/Tahoe;20;421
20000422;"Suburban (from 2004 on; see 431 for 1950-2003)";20;422
20000423;Traverse (2013 on.  For 2009-2012 see model 024.);20;423
20000431;"Suburban (from 1950-2003;see 422 for 2004 on)";20;431
20000441;Astro Van;20;441
20000442;Lumina APV;20;442
20000443;Venture;20;443
20000444;Uplander;20;444
20000445;City Express;20;445
20000461;G-series van;20;461
20000466;P-series van;20;466
20000470;Van derivative;20;470
20000471;S-10/T-10 Pickup;20;471
20000472;LUV;20;472
20000473;Colorado;20;473
20000481;C, K, R, V-series pickup/Silverado;20;481
20000482;Avalanche;20;482
20000498;Other (light truck);20;498
20000499;Unknown (light truck);20;499
20000850;Motor Home;20;850
20000870;Medium/Heavy Van-Based Vehicle;20;870
20000880;Medium/Heavy Pickup (pickup-style only – over 10,000 lbs);20;880
20000881;Medium/Heavy – CBE;20;881
20000882;Medium/Heavy – COE low entry;20;882
20000883;Medium/Heavy – COE high entry;20;883
20000884;Medium/Heavy –Unknown engine location;20;884
20000890;Medium/Heavy – COE entry position unknown;20;890
20000898;Other (medium/heavy truck);20;898
20000981;Bus**: Conventional (Engine out front);20;981
20000988;Other (bus);20;988
20000989;Unknown (bus);20;989
20000998;Other (vehicle);20;998
20000999;Unknown (CHEVROLET);20;999
21000001;Cutlass (RWD-only);21;1
21000002;Delta 88/LSS;21;2
21000003;Ninety-Eight/Regency;21;3
21000005;Toronado;21;5
21000006;Commercial Series;21;6
21000012;Starfire;21;12
21000015;Omega;21;15
21000016;Firenza;21;16
21000017;Ciera;21;17
21000018;Calais;21;18
21000020;Cutlass (FWD);21;20
21000021;Achieva/Alero;21;21
21000022;Aurora;21;22
21000023;Intrigue;21;23
21000398;Other (automobile);21;398
37000034;600;37;34
37000035;S2000;37;35
37000036;EV Plus*;37;36
37000037;Insight;37;37
37000038;FCX/Clarity;37;38
37000039;Fit;37;39
37000041;CR-Z;37;41
37000398;Other (automobile);37;398
37000399;Unknown (automobile);37;399
37000401;Passport;37;401
37000402;CR-V;37;402
37000403;Element;37;403
37000404;HR-V;37;404
37000405;Crosstour (2012-2015 only. See vehicle model 37-032 for model years 2010 and 2011.);37;405
37000421;Pilot;37;421
37000422;Passport (2019 on. For 1994-2002 see model 401.);37;422
37000441;Odyssey;37;441
37000471;Ridgeline;37;471
37000498;Other (light truck);37;498
37000499;Unknown (light truck);37;499
37000701;0- 50 cc;37;701
37000702;51-124 cc;37;702
37000703;125-349 cc;37;703
37000704;350-449 cc;37;704
37000705;450-749 cc;37;705
37000706;750 cc or greater;37;706
37000709;Unknown cc;37;709
37000732;51-124cc (ATV);37;732
37000733;125-349cc (ATV);37;733
37000734;350cc or greater (ATV);37;734
37000739;Unknown cc (ATV);37;739
37000998;(Other Vehicle);37;998
37000999;Unknown (HONDA);37;999
21000399;Unknown (automobile);21;399
21000401;Bravada;21;401
21000441;Silhouette;21;441
21000499;Unknown (light truck);21;499
21000999;Unknown (OLDSMOBILE);21;999
22000001;Lemans/ Tempest (thru 1970);22;1
22000002;Bonneville/Catalina/ Parisienne;22;2
22000005;Fiero;22;5
22000008;Ventura/GTO;22;8
22000009;Firebird/Trans AM;22;9
22000010;Grand Prix (RWD);22;10
22000011;Astre;22;11
22000012;"Sunbird (thru 1980;1985 on see model 016)";22;12
22000013;T-1000/1000;22;13
22000015;Phoenix;22;15
22000016;Sunbird (1985-1994)/J-2000/Sunfire (1995 on);22;16
22000017;6000;22;17
22000018;Grand AM;22;18
22000019;G5;22;19
22000020;Grand Prix (FWD);22;20
22000022;G6;22;22
22000023;Solstice;22;23
22000024;G8;22;24
22000025;G3;22;25
22000026;G8-ST;22;26
22000031;Lemans (1988-on);22;31
22000032;Vibe;22;32
22000398;Other (automobile);22;398
22000399;Unknown (automobile);22;399
22000401;Aztek;22;401
22000403;Torrent;22;403
22000441;Trans Sport/ Montana/SV6;22;441
22000499;Unknown (light truck);22;499
22000999;Unknown (PONTIAC);22;999
23000007;Caballero;23;7
23000008;Acadia (2007-2012 only.  For 2013 on see model 423.);23;8
23000399;Unknown (automobile);23;399
23000401;Jimmy/Typhoon/Envoy;23;401
23000402;Terrain;23;402
23000421;Fullsize Jimmy/Yukon;23;421
23000422;"Suburban/Yukon XL (2004 on; see 431 for 1950- 2003)";23;422
23000423;Acadia (2013 on. For 2007-2012 see model 008.);23;423
23000431;"Suburban/Yukon XL (2000 on) (1950-2003 only; see 422 for 2004 on)";23;431
23000441;Safari (Minivan);23;441
23000461;G-series van/Savana;23;461
23000466;P-series van;23;466
23000470;Van derivative;23;470
23000471;S15/T15/Sonoma;23;471
23000472;Canyon;23;472
23000481;C, K, R, V-series pickup/     Sierra;23;481
23000498;Other (light truck);23;498
23000499;Unknown (light truck);23;499
23000850;Motor Home;23;850
23000870;Medium/Heavy Van-Based Vehicle;23;870
23000880;Medium/Heavy Pickup (pickup-style only - over 10,000 lbs;23;880
23000881;Medium/Heavy - CBE;23;881
23000882;Medium/Heavy – COE low entry;23;882
23000883;Medium/Heavy – COE high entry;23;883
23000884;Medium/Heavy – Unknown engine location;23;884
23000890;Medium/Heavy – COE entry position unknown;23;890
23000898;Other (medium/heavy truck);23;898
23000981;Bus**: Conventional (Engine out front);23;981
23000988;Other (bus);23;988
23000989;Unknown (bus);23;989
23000998;Other (vehicle);23;998
23000999;Unknown (GMC);23;999
24000001;SL;24;1
24000002;SC;24;2
24000003;SW;24;3
24000004;EV1/EGV1*;24;4
24000005;LS;24;5
24000006;LW;24;6
24000007;Ion;24;7
24000008;Sky;24;8
24000009;Aura;24;9
24000010;Outlook;24;10
24000011;Astra;24;11
24000398;Other (automobile);24;398
24000399;Unknown (automobile);24;399
24000401;Vue;24;401
24000441;Relay;24;441
24000499;Unknown (Light truck);24;499
24000999;Unknown (SATURN);24;999
25000401;LLV;25;401
25000441;Step-in van;25;441
25000498;Other (light truck);25;498
25000499;Unknown (light truck);25;499
25000881;Medium/Heavy – CBE;25;881
25000882;Medium/Heavy - COE low entry;25;882
25000883;Medium/Heavy - COE high entry;25;883
25000884;Medium/Heavy - engine location unknown;25;884
25000890;Medium/Heavy - entry position unknown;25;890
25000898;Other (Medium/Heavy truck);25;898
25000983;Bus: Flat front, rear engine;25;983
25000988;Other (bus);25;988
25000989;Unknown (bus);25;989
25000999;Unknown (GRUMMAN/ GRUMMAN-OLSON);25;999
26000001;Coda;26;1
26000398;Other (automobile);26;398
26000399;Unknown (automobile);26;399
12000007;Ranchero;12;7
12000008;Maverick;12;8
12000009;Pinto;12;9
12000010;Torino/Gran Torino/Elite;12;10
12000011;Granada;12;11
12000012;Fairmont;12;12
12000013;Escort/EXP/ZX2;12;13
12000015;Tempo;12;15
12000016;Crown Victoria  (For 2011 on, code as vehicle model 398);12;16
12000017;Taurus/Taurus X;12;17
12000018;Probe;12;18
12000021;Five Hundred;12;21
12000022;Freestyle;12;22
12000023;Fusion;12;23
12000024;Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.);12;24
12000025;Flex;12;25
12000026;City;12;26
12000027;C-Max;12;27
12000031;English Ford;12;31
12000032;Fiesta;12;32
12000033;Festiva;12;33
12000034;Laser;12;34
12000035;Contour;12;35
12000036;Aspire;12;36
12000037;Focus;12;37
12000038;GT;12;38
12000398;Other (automobile);12;398
12000399;Unknown (automobile);12;399
12000401;Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.);12;401
12000402;Escape;12;402
12000403;EcoSport;12;403
12000421;Bronco-fullsize (1978-on);12;421
12000422;Expedition;12;422
12000423;Excursion;12;423
12000424;Edge(For 2019 on.  For model years 2007-2018, see 12-024.);12;424
12000425;Explorer (For 2019 on.  For model years 1990-2018 see 12-401.);12;425
12000441;Aerostar;12;441
12000442;Windstar;12;442
12000443;Freestar;12;443
12000444;Transit Connect;12;444
12000461;E-Series Van/Econoline;12;461
12000462;Transit;12;462
12000470;Van Derivative;12;470
12000471;Ranger;12;471
12000472;Courier;12;472
12000473;Explorer Sport Trac;12;473
12000481;F-Series pickup;12;481
12000498;Other (light truck);12;498
12000499;Unknown (light truck);12;499
12000850;Motorhome;12;850
12000870;Medium/Heavy Van-Based Vehicle;12;870
12000880;Medium/Heavy Pickup (pickup-style only - over 10,000 lbs);12;880
12000881;Medium/Heavy – CBE;12;881
12000882;Medium/Heavy – COE low entry;12;882
12000883;Medium/Heavy – COE high entry;12;883
12000884;Medium/Heavy – Unknown engine location;12;884
12000890;Medium/Heavy – COE entry position unknown;12;890
12000898;Other (medium/heavy truck);12;898
12000981;Bus**: Conventional (Engine out front);12;981
12000988;Other (bus);12;988
12000989;Unknown (bus);12;989
12000998;Other (vehicle);12;998
12000999;Unknown (FORD);12;999
13000001;Continental (thru '81)/ Town Car;13;1
29000001;Studabaker/Avanti;29;1
29000002;Checker;29;2
29000003;Panoz;29;3
29000004;Saleen;29;4
29000005;Tesla;29;5
29000398;Other (automobile);29;398
29000399;Unknown (automobile);29;399
30000031;Karmann Ghia;30;31
30000032;Beetle 1300/1500;30;32
30000033;Super Beetle;30;33
30000034;411/412;30;34
30000035;Squareback/Fastback;30;35
30000036;Rabbit;30;36
30000037;Dasher;30;37
30000038;Scirocco;30;38
30000040;Jetta/Jetta SportsWagen;30;40
30000041;Quantum;30;41
30000042;Golf/Cabriolet/Cabrio/GTI/ GLI;30;42
30000043;Rabbit Pickup;30;43
30000044;Fox;30;44
30000045;Corrado;30;45
30000046;"Passat (CC - 2008 thru 2011; see 052 for 2012 on)";30;46
30000047;New Beetle;30;47
30000048;Phaeton;30;48
30000051;Eos;30;51
30000052;CC (For 2012 on. See model 046 for 2008-2011.);30;52
30000053;Arteon;30;53
30000398;Other (automobile);30;398
30000399;Unknown (automobile);30;399
30000401;The Thing (181);30;401
30000402;Tiguan;30;402
30000403;Atlas;30;403
30000421;Touareg/Tourareg 2;30;421
30000441;Vanagon/Camper;30;441
30000442;Eurovan;30;442
30000443;Routan;30;443
13000002;Mark;13;2
13000005;Continental ('82 on);13;5
13000011;Versailles;13;11
13000012;LS;13;12
13000013;Zephyr/MKZ;13;13
13000014;MKX;13;14
13000015;MKS;13;15
13000016;MKT;13;16
13000017;Continental;13;17
13000398;Other (automobile);13;398
13000399;Unknown (automobile);13;399
13000401;Aviator;13;401
13000402;MKC;13;402
13000403;Corsair;13;403
13000421;Navigator;13;421
13000422;Nautilus;13;422
13000423;Aviator;13;423
13000481;Blackwood;13;481
13000482;Mark LT;13;482
13000498;Other (light truck);13;498
13000499;Unknown (light truck);13;499
13000999;Unknown (LINCOLN);13;999
14000002;Cyclone;14;2
14000003;Capri- domestic (1967 see 008);14;3
14000004;Cougar/XR7 (1967-1997);14;4
14000006;"Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis";14;6
14000008;Comet;14;8
14000009;Bobcat;14;9
14000010;"Montego (prior to 1976; for 2005 on see code 020)";14;10
14000011;Monarch;14;11
14000012;Zephyr;14;12
14000013;Lynx/LN7;14;13
14000015;Topaz;14;15
14000017;Sable;14;17
14000020;Montego (2005 on);14;20
14000021;Milan;14;21
14000031;Capri-foreign;14;31
14000033;Pantera-foreign;14;33
14000036;Tracer;14;36
14000037;Mystique;14;37
14000038;Cougar (1999 on);14;38
14000039;Marauder;14;39
14000398;Other (automobile);14;398
14000399;Unknown (automobile);14;399
14000401;Mountaineer;14;401
14000402;Mariner;14;402
14000443;Villager;14;443
14000444;"Monterey (van version; for car version prior to 2004 see code 006)";14;444
14000498;Other (light truck);14;498
14000499;Unknown (light truck);14;499
14000999;Unknown (MERCURY);14;999
18000001;Special/Skylark;18;1
18000002;LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE;18;2
18000003;Electra/Electra 225/ Park Limited, Park Avenue, Ultra, Base;18;3
18000004;Roadmaster;18;4
18000005;Riviera;18;5
18000007;Century;18;7
18000008;Apollo/Skylark;18;8
18000010;Regal (RWD only);18;10
18000012;Skyhawk;18;12
18000015;Skylark (76-85);18;15
18000018;Somerset/Skylark;18;18
18000019;Regal (2011 on);18;19
18000020;Regal (FWD);18;20
18000021;Reatta;18;21
18000022;LaCrosse;18;22
18000023;Lucerne;18;23
18000024;Enclave (2008-12 model years only.  For 2013 on see model 421.);18;24
18000025;Verano;18;25
18000026;Cascada;18;26
18000031;Opel Kadett;18;31
18000032;Opel Manta;18;32
18000033;Opel GT;18;33
18000034;Opel Isuzu;18;34
18000398;Other (automobile);18;398
18000399;Unknown (automobile);18;399
18000401;Rendezvous;18;401
18000402;Rainier;18;402
18000404;Encore;18;404
18000405;Envision;18;405
18000421;Enclave (2013 on.  See model 024 for 2008-12 model years.);18;421
18000441;Terraza;18;441
18000498;Other (light truck);18;498
18000499;Unknown (light truck);18;499
18000999;Unknown BUICK;18;999
19000003;Deville/Fleetwood,Coupe de Ville, Sedan de Ville, Fleetwood Brougham, Fleetwood 60 Special, d`Elegan;19;3
19000004;Limousine;19;4
19000005;Eldorado;19;5
19000006;Commercial Series;19;6
19000009;Allante';19;9
19000014;Seville;19;14
19000016;Cimarron;19;16
19000017;Catera;19;17
19000018;CTS/CTC;19;18
19000019;XLR;19;19
19000020;SRX;19;20
19000021;STS;19;21
19000022;DTS;19;22
19000023;XTS;19;23
19000024;ATS;19;24
1000001;Rambler/American;1;1
1000002;Rebel/Matador/Marlin;1;2
1000003;Ambassador;1;3
1000004;Pacer;1;4
1000005;AMX;1;5
1000006;Javelin;1;6
1000007;Hornet/Concord;1;7
1000008;Spirit/Gremlin;1;8
1000009;Eagle;1;9
1000010;Eagle SX-4;1;10
1000398;Other (automobile);1;398
1000399;Unknown (automobile);1;399
2000001;Compass;2;1
2000401;CJ-2/CJ-3/CJ-4;2;401
2000402;CJ-5/CJ-6/CJ-7/CJ-8;2;402
2000403;YJ series/Wrangler;2;403
2000404;Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.);2;404
2000405;Liberty;2;405
2000406;Commander;2;406
2000407;Patriot;2;407
2000408;Renegade;2;408
2000421;Cherokee (thru 1983);2;421
2000422;Grand Cherokee (For 2014 on.  Use model 404 for model years prior to 2013.);2;422
2000431;Grand Wagoneer;2;431
2000481;Pick-up;2;481
2000482;Comanche;2;482
2000483;Gladiator;2;483
2000498;Other (light truck);2;498
2000499;Unknown (light truck);2;499
2000999;Unknown (JEEP);2;999
3000401;Dispatcher;3;401
3000402;Hummer;3;402
3000421;"Hummer (SUV from 1993-2003; see 431 for 2004 on) (for Pickup, see model 481)";3;421
3000431;"Hummer (2004 on; see model 421 for 1993-2003)";3;431
3000441;MV-1;3;441
3000466;Dispatcher;3;466
3000481;"Hummer (Pickup) (for SUV see model 421 for 1993-2003; see 431 for 2004 on)";3;481
3000482;Hummer;3;482
3000498;Other (light truck);3;498
3000499;Unknown (light truck);3;499
3000884;Medium/Heavy Truck;3;884
3000898;Other (medium/heavy truck);3;898
3000983;Bus: Rear engine, Flat front;3;983
3000988;Other(bus);3;988
3000989;Unknown Bus Type;3;989
3000998;Other (vehicle);3;998
3000999;Unknown (AM GENERAL);3;999
6000009;Cordoba;6;9
6000010;New Yorker (thru 78)/ Newport/5th Avenue/Imperial (1979-83) (excludes all FWD);6;10
6000014;New Yorker/E-Class/Imperial/ Fifth Avenue;6;14
6000015;Laser;6;15
6000016;LeBaron;6;16
6000017;LeBaron GTS/GTC;6;17
6000018;200;6;18
6000021;SRT Viper;6;21
6000031;TC (Maserati Sport);6;31
6000035;Conquest;6;35
6000041;Concorde;6;41
6000042;LHS;6;42
6000043;Sebring;6;43
19000025;ELR;19;25
19000026;CT6;19;26
19000027;CT5;19;27
19000398;Other (automobile);19;398
19000399;Unknown (automobile);19;399
19000401;XT5;19;401
19000421;"Escalade/ESV (from 2004 on; see 431 for 2003 only)";19;421
19000422;XT4;19;422
19000423;XT6;19;423
19000431;Escalade ESV;19;431
19000480;"Escalade EXT (from 2002 -2006; for 2007 on see 481)";19;480
19000481;"Escalade EXT (from 2007 on; see 480 for 2002-2006)";19;481
19000498;Other (light truck);19;498
19000499;Unknown (light truck);19;499
19000999;Unknown CADILLAC;19;999
20000001;Chevelle/Malibu Classic, Councours, Laguna**, S-3, Greenbriar, Estate, 300,SS-396/454, Deluxe;20;1
20000002;Impala/Caprice (For SS from 2014 on, use 20-021.);20;2
20000004;Corvette;20;4
20000006;Corvair;20;6
20000007;El Camino;20;7
20000008;Nova (-'79);20;8
20000009;Camaro;20;9
20000010;Monte Carlo (thru '88);20;10
20000011;Vega;20;11
20000012;Monza;20;12
20000013;Chevette;20;13
20000015;Citation;20;15
20000016;Cavalier;20;16
